payment_key,coustomer_key,time_key,item_key,store_key,quantity,unit,unit_price,total_price
P028,C002995,T018336,I00040,S00536,3,bottles,22,66
P023,C008988,T074879,I00171,S00256,8,ct,16,128
P025,C007405,T061548,I00221,S00593,11,ct,14,154
P016,C003237,T060700,I00178,S00456,7,ct,26,182
P004,C003491,T021219,I00142,S00451,2,ct,12.5,25
P031,C004902,T017499,I00163,S00226,7,bags,15,105
P035,C007547,T058863,I00007,S00128,6,cans,6.75,40.5
P013,C005473,T033681,I00019,S00519,9,cans,6.75,60.75
P017,C000658,T027497,I00065,S00201,1,bottles,20,20
P004,C001310,T023028,I00203,S00254,4,ct,18,72
P020,C005977,T033851,I00009,S0008,10,cans,16.25,162.5
P032,C002611,T054425,I00246,S00573,10,ct,20,200
P030,C000881,T039949,I00102,S00391,10,tubs,16,160
P023,C009155,T090595,I00264,S00163,3,Ct,15,45
P003,C006937,T076577,I00056,S0063,2,bottles,24,48
P005,C003450,T016092,I00081,S00202,2,bottles,29,58
P017,C000677,T075104,I00096,S00599,3,bottles,20,60
P038,C006067,T030442,I00243,S00624,10,oz,16,160
P021,C004108,T092590,I00055,S00537,9,cans,40,360
P010,C001714,T060314,I00123,S00142,2,ct,45,90
P010,C000458,T074179,I00047,S00126,10,cans,8,80
P029,C000518,T079209,I00201,S00709,6,bars,23,138
P003,C006265,T029966,I00249,S00278,10,pack,16,160
P011,C001360,T045230,I00090,S00657,3,bottles,9,27
P039,C003604,T08502,I00238,S00703,10,ct,12,120
P001,C003832,T065362,I00212,S00648,9,ct,12,108
P022,C001494,T069366,I00026,S0068,6,cans,6.75,40.5
P038,C003191,T046743,I00183,S0044,5,ct,35,175
P037,C008530,T032599,I00260,S00544,6,ct,15,90
P013,C003150,T01297,I00129,S0017,1,pk,18,18
P003,C001983,T098923,I00186,S00633,8,ct,13,104
P031,C007776,T059438,I00218,S00475,6,ct,6,36
P032,C006565,T038295,I00155,S00379,4,bags,17,68
P017,C008181,T05545,I00044,S00546,8,cans,8,64
P010,C001844,T013291,I00111,S00725,10,ct,16,160
P008,C007333,T015906,I00037,S00608,9,cans,16,144
P016,C002691,T012937,I00180,S0088,7,ct,19,133
P003,C008588,T076645,I00097,S00149,1,cartons,19,19
P008,C007046,T028490,I00263,S00410,3,Ct,14,42
P039,C007958,T025294,I00052,S00256,11,cans,40,440
P011,C004288,T087543,I00016,S00251,9,cans,16.25,146.25
P007,C005625,T094699,I00249,S00305,6,pack,16,96
P018,C000953,T089009,I00072,S00121,3,bottles,20,60
P032,C004755,T086633,I00041,S00558,2,bottles,23,46
P024,C003631,T059077,I00207,S0062,10,ct,14,140
P022,C006985,T074734,I00096,S00282,7,bottles,20,140
P010,C001742,T015380,I00022,S00708,7,cans,16.25,113.75
P023,C003628,T04434,I00025,S00136,9,cans,11.5,103.5
P032,C009109,T050852,I00169,S00233,5,ct,17,85
P038,P039,P040,P041,P042,P043,P044,P045,P046
P007,C008864,T052262,I00158,S00308,7,,17,119
P024,P039,P040,P041,P042,P043,P044,P045,P046
P055,C008865,T052263,I00159,S00309,7,,17,119
P086,P039,P040,P041,P042,P043,P044,P045,P046
P117,C008866,T052264,I00160,S00310,7,,17,119
P148,P039,P040,P041,P042,P043,P044,P045,P046
P179,C008867,T052265,I00161,S00311,7,,17,119
P210,P039,P040,P041,P042,P043,P044,P045,P046
P241,C008868,T052266,I00162,S00312,7,,17,119
P272,P039,P040,P041,P042,P043,P044,P045,P046
P303,C008869,T052267,I00163,S00313,7,,17,119
P334,P039,P040,P041,P042,P043,P044,P045,P046
P365,C008870,T052268,I00164,S00314,7,,17,119
P396,P039,P040,P041,P042,P043,P044,P045,P046
P427,C008871,T052269,I00165,S00315,7,,17,119
P458,P039,P040,P041,P042,P043,P044,P045,P046
P489,C008872,T052270,I00166,S00316,7,,17,119
P520,P039,P040,P041,P042,P043,P044,P045,P046
P551,C008873,T052271,I00167,S00317,7,,17,119
P582,P039,P040,P041,P042,P043,P044,P045,P046
P613,C008874,T052272,I00168,S00318,7,,17,119
P644,P039,P040,P041,P042,P043,P044,P045,P046
P675,C008875,T052273,I00169,S00319,7,,17,119
P706,P039,P040,P041,P042,P043,P044,P045,P046
P737,C008876,T052274,I00170,S00320,7,,17,119
P768,P039,P040,P041,P042,P043,P044,P045,P046
P799,C008877,T052275,I00171,S00321,7,,17,119
P830,P039,P040,P041,P042,P043,P044,P045,P046
P861,C008878,T052276,I00172,S00322,7,,17,119
P892,P039,P040,P041,P042,P043,P044,P045,P046
P923,C008879,T052277,I00173,S00323,7,,17,119
P954,P039,P040,P041,P042,P043,P044,P045,P046
P985,C008880,T052278,I00174,S00324,7,,17,119
P1016,P039,P040,P041,P042,P043,P044,P045,P046
P1047,C008881,T052279,I00175,S00325,7,,17,119
P1078,P039,P040,P041,P042,P043,P044,P045,P046
P1109,C008882,T052280,I00176,S00326,7,,17,119
P1140,P039,P040,P041,P042,P043,P044,P045,P046
P1171,C008883,T052281,I00177,S00327,7,,17,119
P1202,P039,P040,P041,P042,P043,P044,P045,P046
P1233,C008884,T052282,I00178,S00328,7,,17,119
P1264,P039,P040,P041,P042,P043,P044,P045,P046
P1295,C008885,T052283,I00179,S00329,7,,17,119
P1326,P039,P040,P041,P042,P043,P044,P045,P046
P1357,C008886,T052284,I00180,S00330,7,,17,119
P1388,P039,P040,P041,P042,P043,P044,P045,P046
P1419,C008887,T052285,I00181,S00331,7,,17,119
P1450,P039,P040,P041,P042,P043,P044,P045,P046
P1481,C008888,T052286,I00182,S00332,7,,17,119
P1512,P039,P040,P041,P042,P043,P044,P045,P046
P1543,C008889,T052287,I00183,S00333,7,,17,119
P1574,P039,P040,P041,P042,P043,P044,P045,P046
P1605,C008890,T052288,I00184,S00334,7,,17,119
P1636,P039,P040,P041,P042,P043,P044,P045,P046
P1667,C008891,T052289,I00185,S00335,7,,17,119
P1698,P039,P040,P041,P042,P043,P044,P045,P046
P1729,C008892,T052290,I00186,S00336,7,,17,119
P1760,P039,P040,P041,P042,P043,P044,P045,P046
P1791,C008893,T052291,I00187,S00337,7,,17,119
P1822,P039,P040,P041,P042,P043,P044,P045,P046
P1853,C008894,T052292,I00188,S00338,7,,17,119
P1884,P039,P040,P041,P042,P043,P044,P045,P046
P1915,C008895,T052293,I00189,S00339,7,,17,119
P1946,P039,P040,P041,P042,P043,P044,P045,P046
P1977,C008896,T052294,I00190,S00340,7,,17,119
P2008,P039,P040,P041,P042,P043,P044,P045,P046
P2039,C008897,T052295,I00191,S00341,7,,17,119
P2070,P039,P040,P041,P042,P043,P044,P045,P046
P2101,C008898,T052296,I00192,S00342,7,,17,119
P2132,P039,P040,P041,P042,P043,P044,P045,P046
P2163,C008899,T052297,I00193,S00343,7,,17,119
P2194,P039,P040,P041,P042,P043,P044,P045,P046
P2225,C008900,T052298,I00194,S00344,7,,17,119
P2256,P039,P040,P041,P042,P043,P044,P045,P046
P2287,C008901,T052299,I00195,S00345,7,,17,119
P2318,P039,P040,P041,P042,P043,P044,P045,P046
P2349,C008902,T052300,I00196,S00346,7,,17,119
P2380,P039,P040,P041,P042,P043,P044,P045,P046
P2411,C008903,T052301,I00197,S00347,7,,17,119
P2442,P039,P040,P041,P042,P043,P044,P045,P046
P2473,C008904,T052302,I00198,S00348,7,,17,119
P2504,P039,P040,P041,P042,P043,P044,P045,P046
P2535,C008905,T052303,I00199,S00349,7,,17,119
P2566,P039,P040,P041,P042,P043,P044,P045,P046
P2597,C008906,T052304,I00200,S00350,7,,17,119
P2628,P039,P040,P041,P042,P043,P044,P045,P046
P2659,C008907,T052305,I00201,S00351,7,,17,119
P2690,P039,P040,P041,P042,P043,P044,P045,P046
P2721,C008908,T052306,I00202,S00352,7,,17,119
P2752,P039,P040,P041,P042,P043,P044,P045,P046
P2783,C008909,T052307,I00203,S00353,7,,17,119
P2814,P039,P040,P041,P042,P043,P044,P045,P046
P2845,C008910,T052308,I00204,S00354,7,,17,119
P2876,P039,P040,P041,P042,P043,P044,P045,P046
P2907,C008911,T052309,I00205,S00355,7,,17,119
P2938,P039,P040,P041,P042,P043,P044,P045,P046
P2969,C008912,T052310,I00206,S00356,7,,17,119
P3000,P039,P040,P041,P042,P043,P044,P045,P046
P3031,C008913,T052311,I00207,S00357,7,,17,119
P3062,P039,P040,P041,P042,P043,P044,P045,P046
P3093,C008914,T052312,I00208,S00358,7,,17,119
P3124,P039,P040,P041,P042,P043,P044,P045,P046
P3155,C008915,T052313,I00209,S00359,7,,17,119
P3186,P039,P040,P041,P042,P043,P044,P045,P046
P3217,C008916,T052314,I00210,S00360,7,,17,119
P3248,P039,P040,P041,P042,P043,P044,P045,P046
P3279,C008917,T052315,I00211,S00361,7,,17,119
P3310,P039,P040,P041,P042,P043,P044,P045,P046
P3341,C008918,T052316,I00212,S00362,7,,17,119
P3372,P039,P040,P041,P042,P043,P044,P045,P046
P3403,C008919,T052317,I00213,S00363,7,,17,119
P3434,P039,P040,P041,P042,P043,P044,P045,P046
P3465,C008920,T052318,I00214,S00364,7,,17,119
P3496,P039,P040,P041,P042,P043,P044,P045,P046
P3527,C008921,T052319,I00215,S00365,7,,17,119
P3558,P039,P040,P041,P042,P043,P044,P045,P046
P3589,C008922,T052320,I00216,S00366,7,,17,119
P3620,P039,P040,P041,P042,P043,P044,P045,P046
P3651,C008923,T052321,I00217,S00367,7,,17,119
P3682,P039,P040,P041,P042,P043,P044,P045,P046
P3713,C008924,T052322,I00218,S00368,7,,17,119
P3744,P039,P040,P041,P042,P043,P044,P045,P046
P3775,C008925,T052323,I00219,S00369,7,,17,119
P3806,P039,P040,P041,P042,P043,P044,P045,P046
P3837,C008926,T052324,I00220,S00370,7,,17,119
P3868,P039,P040,P041,P042,P043,P044,P045,P046
P3899,C008927,T052325,I00221,S00371,7,,17,119
P3930,P039,P040,P041,P042,P043,P044,P045,P046
P3961,C008928,T052326,I00222,S00372,7,,17,119
P3992,P039,P040,P041,P042,P043,P044,P045,P046
P4023,C008929,T052327,I00223,S00373,7,,17,119
P4054,P039,P040,P041,P042,P043,P044,P045,P046
P4085,C008930,T052328,I00224,S00374,7,,17,119
P4116,P039,P040,P041,P042,P043,P044,P045,P046
P4147,C008931,T052329,I00225,S00375,7,,17,119
P4178,P039,P040,P041,P042,P043,P044,P045,P046
P4209,C008932,T052330,I00226,S00376,7,,17,119
P4240,P039,P040,P041,P042,P043,P044,P045,P046
P4271,C008933,T052331,I00227,S00377,7,,17,119
P4302,P039,P040,P041,P042,P043,P044,P045,P046
P4333,C008934,T052332,I00228,S00378,7,,17,119
P4364,P039,P040,P041,P042,P043,P044,P045,P046
P4395,C008935,T052333,I00229,S00379,7,,17,119
P4426,P039,P040,P041,P042,P043,P044,P045,P046
P4457,C008936,T052334,I00230,S00380,7,,17,119
P4488,P039,P040,P041,P042,P043,P044,P045,P046
P4519,C008937,T052335,I00231,S00381,7,,17,119
P4550,P039,P040,P041,P042,P043,P044,P045,P046
P4581,C008938,T052336,I00232,S00382,7,,17,119
P4612,P039,P040,P041,P042,P043,P044,P045,P046
P4643,C008939,T052337,I00233,S00383,7,,17,119
P4674,P039,P040,P041,P042,P043,P044,P045,P046
P4705,C008940,T052338,I00234,S00384,7,,17,119
P4736,P039,P040,P041,P042,P043,P044,P045,P046
P4767,C008941,T052339,I00235,S00385,7,,17,119
P4798,P039,P040,P041,P042,P043,P044,P045,P046
P4829,C008942,T052340,I00236,S00386,7,,17,119
P4860,P039,P040,P041,P042,P043,P044,P045,P046
P4891,C008943,T052341,I00237,S00387,7,,17,119
P4922,P039,P040,P041,P042,P043,P044,P045,P046
P4953,C008944,T052342,I00238,S00388,7,,17,119
P4984,P039,P040,P041,P042,P043,P044,P045,P046
P5015,C008945,T052343,I00239,S00389,7,,17,119
P5046,P039,P040,P041,P042,P043,P044,P045,P046
P5077,C008946,T052344,I00240,S00390,7,,17,119
P5108,P039,P040,P041,P042,P043,P044,P045,P046
P5139,C008947,T052345,I00241,S00391,7,,17,119
P5170,P039,P040,P041,P042,P043,P044,P045,P046
P5201,C008948,T052346,I00242,S00392,7,,17,119
P5232,P039,P040,P041,P042,P043,P044,P045,P046
P5263,C008949,T052347,I00243,S00393,7,,17,119
P5294,P039,P040,P041,P042,P043,P044,P045,P046
P5325,C008950,T052348,I00244,S00394,7,,17,119
P5356,P039,P040,P041,P042,P043,P044,P045,P046
P5387,C008951,T052349,I00245,S00395,7,,17,119
P5418,P039,P040,P041,P042,P043,P044,P045,P046
P5449,C008952,T052350,I00246,S00396,7,,17,119
P5480,P039,P040,P041,P042,P043,P044,P045,P046
P5511,C008953,T052351,I00247,S00397,7,,17,119
P5542,P039,P040,P041,P042,P043,P044,P045,P046
P5573,C008954,T052352,I00248,S00398,7,,17,119
P5604,P039,P040,P041,P042,P043,P044,P045,P046
P5635,C008955,T052353,I00249,S00399,7,,17,119
P5666,P039,P040,P041,P042,P043,P044,P045,P046
P5697,C008956,T052354,I00250,S00400,7,,17,119
P5728,P039,P040,P041,P042,P043,P044,P045,P046
P5759,C008957,T052355,I00251,S00401,7,,17,119
P5790,P039,P040,P041,P042,P043,P044,P045,P046
P5821,C008958,T052356,I00252,S00402,7,,17,119
P5852,P039,P040,P041,P042,P043,P044,P045,P046
P5883,C008959,T052357,I00253,S00403,7,,17,119
P5914,P039,P040,P041,P042,P043,P044,P045,P046
P5945,C008960,T052358,I00254,S00404,7,,17,119
P5976,P039,P040,P041,P042,P043,P044,P045,P046
P6007,C008961,T052359,I00255,S00405,7,,17,119
P6038,P039,P040,P041,P042,P043,P044,P045,P046
P6069,C008962,T052360,I00256,S00406,7,,17,119
P6100,P039,P040,P041,P042,P043,P044,P045,P046
P6131,C008963,T052361,I00257,S00407,7,,17,119
P6162,P039,P040,P041,P042,P043,P044,P045,P046
P6193,C008964,T052362,I00258,S00408,7,,17,119
P6224,P039,P040,P041,P042,P043,P044,P045,P046
P6255,C008965,T052363,I00259,S00409,7,,17,119
P6286,P039,P040,P041,P042,P043,P044,P045,P046
P6317,C008966,T052364,I00260,S00410,7,,17,119
P6348,P039,P040,P041,P042,P043,P044,P045,P046
P6379,C008967,T052365,I00261,S00411,7,,17,119
P6410,P039,P040,P041,P042,P043,P044,P045,P046
P6441,C008968,T052366,I00262,S00412,7,,17,119
P6472,P039,P040,P041,P042,P043,P044,P045,P046
P6503,C008969,T052367,I00263,S00413,7,,17,119
P6534,P039,P040,P041,P042,P043,P044,P045,P046
P6565,C008970,T052368,I00264,S00414,7,,17,119
P6596,P039,P040,P041,P042,P043,P044,P045,P046
P6627,C008971,T052369,I00265,S00415,7,,17,119
P6658,P039,P040,P041,P042,P043,P044,P045,P046
P6689,C008972,T052370,I00266,S00416,7,,17,119
P6720,P039,P040,P041,P042,P043,P044,P045,P046
P6751,C008973,T052371,I00267,S00417,7,,17,119
P6782,P039,P040,P041,P042,P043,P044,P045,P046
P6813,C008974,T052372,I00268,S00418,7,,17,119
P6844,P039,P040,P041,P042,P043,P044,P045,P046
P6875,C008975,T052373,I00269,S00419,7,,17,119
P6906,P039,P040,P041,P042,P043,P044,P045,P046
P6937,C008976,T052374,I00270,S00420,7,,17,119
P6968,P039,P040,P041,P042,P043,P044,P045,P046
P6999,C008977,T052375,I00271,S00421,7,,17,119
P7030,P039,P040,P041,P042,P043,P044,P045,P046
P7061,C008978,T052376,I00272,S00422,7,,17,119
P7092,P039,P040,P041,P042,P043,P044,P045,P046
P7123,C008979,T052377,I00273,S00423,7,,17,119
P7154,P039,P040,P041,P042,P043,P044,P045,P046
P7185,C008980,T052378,I00274,S00424,7,,17,119
P7216,P039,P040,P041,P042,P043,P044,P045,P046
P7247,C008981,T052379,I00275,S00425,7,,17,119
P7278,P039,P040,P041,P042,P043,P044,P045,P046
P7309,C008982,T052380,I00276,S00426,7,,17,119
P7340,P039,P040,P041,P042,P043,P044,P045,P046
P7371,C008983,T052381,I00277,S00427,7,,17,119
P7402,P039,P040,P041,P042,P043,P044,P045,P046
P7433,C008984,T052382,I00278,S00428,7,,17,119
P7464,P039,P040,P041,P042,P043,P044,P045,P046
P7495,C008985,T052383,I00279,S00429,7,,17,119
P7526,P039,P040,P041,P042,P043,P044,P045,P046
P7557,C008986,T052384,I00280,S00430,7,,17,119
P7588,P039,P040,P041,P042,P043,P044,P045,P046
P7619,C008987,T052385,I00281,S00431,7,,17,119
P7650,P039,P040,P041,P042,P043,P044,P045,P046
P7681,C008988,T052386,I00282,S00432,7,,17,119
P7712,P039,P040,P041,P042,P043,P044,P045,P046
P7743,C008989,T052387,I00283,S00433,7,,17,119
P7774,P039,P040,P041,P042,P043,P044,P045,P046
P7805,C008990,T052388,I00284,S00434,7,,17,119
P7836,P039,P040,P041,P042,P043,P044,P045,P046
P7867,C008991,T052389,I00285,S00435,7,,17,119
P7898,P039,P040,P041,P042,P043,P044,P045,P046
P7929,C008992,T052390,I00286,S00436,7,,17,119
P7960,P039,P040,P041,P042,P043,P044,P045,P046
P7991,C008993,T052391,I00287,S00437,7,,17,119
P8022,P039,P040,P041,P042,P043,P044,P045,P046
P8053,C008994,T052392,I00288,S00438,7,,17,119
P8084,P039,P040,P041,P042,P043,P044,P045,P046
P8115,C008995,T052393,I00289,S00439,7,,17,119
P8146,P039,P040,P041,P042,P043,P044,P045,P046
P8177,C008996,T052394,I00290,S00440,7,,17,119
P8208,P039,P040,P041,P042,P043,P044,P045,P046
P8239,C008997,T052395,I00291,S00441,7,,17,119
P8270,P039,P040,P041,P042,P043,P044,P045,P046
P8301,C008998,T052396,I00292,S00442,7,,17,119
P8332,P039,P040,P041,P042,P043,P044,P045,P046
P8363,C008999,T052397,I00293,S00443,7,,17,119
P8394,P039,P040,P041,P042,P043,P044,P045,P046
P8425,C009000,T052398,I00294,S00444,7,,17,119
P8456,P039,P040,P041,P042,P043,P044,P045,P046
P8487,C009001,T052399,I00295,S00445,7,,17,119
P8518,P039,P040,P041,P042,P043,P044,P045,P046
P8549,C009002,T052400,I00296,S00446,7,,17,119
P8580,P039,P040,P041,P042,P043,P044,P045,P046
P8611,C009003,T052401,I00297,S00447,7,,17,119
P8642,P039,P040,P041,P042,P043,P044,P045,P046
P8673,C009004,T052402,I00298,S00448,7,,17,119
P8704,P039,P040,P041,P042,P043,P044,P045,P046
P8735,C009005,T052403,I00299,S00449,7,,17,119
P8766,P039,P040,P041,P042,P043,P044,P045,P046
P8797,C009006,T052404,I00300,S00450,7,,17,119
P8828,P039,P040,P041,P042,P043,P044,P045,P046
P8859,C009007,T052405,I00301,S00451,7,,17,119
P8890,P039,P040,P041,P042,P043,P044,P045,P046
P8921,C009008,T052406,I00302,S00452,7,,17,119
P8952,P039,P040,P041,P042,P043,P044,P045,P046
P8983,C009009,T052407,I00303,S00453,7,,17,119
P9014,P039,P040,P041,P042,P043,P044,P045,P046
P9045,C009010,T052408,I00304,S00454,7,,17,119
P9076,P039,P040,P041,P042,P043,P044,P045,P046
P9107,C009011,T052409,I00305,S00455,7,,17,119
P9138,P039,P040,P041,P042,P043,P044,P045,P046
P9169,C009012,T052410,I00306,S00456,7,,17,119
P9200,P039,P040,P041,P042,P043,P044,P045,P046
P9231,C009013,T052411,I00307,S00457,7,,17,119
P9262,P039,P040,P041,P042,P043,P044,P045,P046
P9293,C009014,T052412,I00308,S00458,7,,17,119
P9324,P039,P040,P041,P042,P043,P044,P045,P046
P9355,C009015,T052413,I00309,S00459,7,,17,119
P9386,P039,P040,P041,P042,P043,P044,P045,P046
P9417,C009016,T052414,I00310,S00460,7,,17,119
P9448,P039,P040,P041,P042,P043,P044,P045,P046
P9479,C009017,T052415,I00311,S00461,7,,17,119
P9510,P039,P040,P041,P042,P043,P044,P045,P046
P9541,C009018,T052416,I00312,S00462,7,,17,119
P9572,P039,P040,P041,P042,P043,P044,P045,P046
P9603,C009019,T052417,I00313,S00463,7,,17,119
P9634,P039,P040,P041,P042,P043,P044,P045,P046
P9665,C009020,T052418,I00314,S00464,7,,17,119
P9696,P039,P040,P041,P042,P043,P044,P045,P046
P9727,C009021,T052419,I00315,S00465,7,,17,119
P9758,P039,P040,P041,P042,P043,P044,P045,P046
P9789,C009022,T052420,I00316,S00466,7,,17,119
P9820,P039,P040,P041,P042,P043,P044,P045,P046
P9851,C009023,T052421,I00317,S00467,7,,17,119
P9882,P039,P040,P041,P042,P043,P044,P045,P046
P9913,C009024,T052422,I00318,S00468,7,,17,119
P9944,P039,P040,P041,P042,P043,P044,P045,P046
P9975,C009025,T052423,I00319,S00469,7,,17,119
P10006,P039,P040,P041,P042,P043,P044,P045,P046
P10037,C009026,T052424,I00320,S00470,7,,17,119
P10068,P039,P040,P041,P042,P043,P044,P045,P046
P10099,C009027,T052425,I00321,S00471,7,,17,119
P10130,P039,P040,P041,P042,P043,P044,P045,P046
P10161,C009028,T052426,I00322,S00472,7,,17,119
P10192,P039,P040,P041,P042,P043,P044,P045,P046
P10223,C009029,T052427,I00323,S00473,7,,17,119
P10254,P039,P040,P041,P042,P043,P044,P045,P046
P10285,C009030,T052428,I00324,S00474,7,,17,119
P10316,P039,P040,P041,P042,P043,P044,P045,P046
P10347,C009031,T052429,I00325,S00475,7,,17,119
P10378,P039,P040,P041,P042,P043,P044,P045,P046
P10409,C009032,T052430,I00326,S00476,7,,17,119
P10440,P039,P040,P041,P042,P043,P044,P045,P046
P10471,C009033,T052431,I00327,S00477,7,,17,119
P10502,P039,P040,P041,P042,P043,P044,P045,P046
P10533,C009034,T052432,I00328,S00478,7,,17,119
P10564,P039,P040,P041,P042,P043,P044,P045,P046
P10595,C009035,T052433,I00329,S00479,7,,17,119
P10626,P039,P040,P041,P042,P043,P044,P045,P046
P10657,C009036,T052434,I00330,S00480,7,,17,119
P10688,P039,P040,P041,P042,P043,P044,P045,P046
P10719,C009037,T052435,I00331,S00481,7,,17,119
P10750,P039,P040,P041,P042,P043,P044,P045,P046
P10781,C009038,T052436,I00332,S00482,7,,17,119
P10812,P039,P040,P041,P042,P043,P044,P045,P046
P10843,C009039,T052437,I00333,S00483,7,,17,119
P10874,P039,P040,P041,P042,P043,P044,P045,P046
P10905,C009040,T052438,I00334,S00484,7,,17,119
P10936,P039,P040,P041,P042,P043,P044,P045,P046
P10967,C009041,T052439,I00335,S00485,7,,17,119
P10998,P039,P040,P041,P042,P043,P044,P045,P046
P11029,C009042,T052440,I00336,S00486,7,,17,119
P11060,P039,P040,P041,P042,P043,P044,P045,P046
P11091,C009043,T052441,I00337,S00487,7,,17,119
P11122,P039,P040,P041,P042,P043,P044,P045,P046
P11153,C009044,T052442,I00338,S00488,7,,17,119
P11184,P039,P040,P041,P042,P043,P044,P045,P046
P11215,C009045,T052443,I00339,S00489,7,,17,119
P11246,P039,P040,P041,P042,P043,P044,P045,P046
P11277,C009046,T052444,I00340,S00490,7,,17,119
P11308,P039,P040,P041,P042,P043,P044,P045,P046
P11339,C009047,T052445,I00341,S00491,7,,17,119
P11370,P039,P040,P041,P042,P043,P044,P045,P046
P11401,C009048,T052446,I00342,S00492,7,,17,119
P11432,P039,P040,P041,P042,P043,P044,P045,P046
P11463,C009049,T052447,I00343,S00493,7,,17,119
P11494,P039,P040,P041,P042,P043,P044,P045,P046
P11525,C009050,T052448,I00344,S00494,7,,17,119
P11556,P039,P040,P041,P042,P043,P044,P045,P046
P11587,C009051,T052449,I00345,S00495,7,,17,119
P11618,P039,P040,P041,P042,P043,P044,P045,P046
P11649,C009052,T052450,I00346,S00496,7,,17,119
P11680,P039,P040,P041,P042,P043,P044,P045,P046
P11711,C009053,T052451,I00347,S00497,7,,17,119
P11742,P039,P040,P041,P042,P043,P044,P045,P046
P11773,C009054,T052452,I00348,S00498,7,,17,119
P11804,P039,P040,P041,P042,P043,P044,P045,P046
P11835,C009055,T052453,I00349,S00499,7,,17,119
P11866,P039,P040,P041,P042,P043,P044,P045,P046
P11897,C009056,T052454,I00350,S00500,7,,17,119
P11928,P039,P040,P041,P042,P043,P044,P045,P046
P11959,C009057,T052455,I00351,S00501,7,,17,119
P11990,P039,P040,P041,P042,P043,P044,P045,P046
P12021,C009058,T052456,I00352,S00502,7,,17,119
P12052,P039,P040,P041,P042,P043,P044,P045,P046
P12083,C009059,T052457,I00353,S00503,7,,17,119
P12114,P039,P040,P041,P042,P043,P044,P045,P046
P12145,C009060,T052458,I00354,S00504,7,,17,119
P12176,P039,P040,P041,P042,P043,P044,P045,P046
P12207,C009061,T052459,I00355,S00505,7,,17,119
P12238,P039,P040,P041,P042,P043,P044,P045,P046
P12269,C009062,T052460,I00356,S00506,7,,17,119
P12300,P039,P040,P041,P042,P043,P044,P045,P046
P12331,C009063,T052461,I00357,S00507,7,,17,119
P12362,P039,P040,P041,P042,P043,P044,P045,P046
P12393,C009064,T052462,I00358,S00508,7,,17,119
P12424,P039,P040,P041,P042,P043,P044,P045,P046
P12455,C009065,T052463,I00359,S00509,7,,17,119
P12486,P039,P040,P041,P042,P043,P044,P045,P046
P12517,C009066,T052464,I00360,S00510,7,,17,119
P12548,P039,P040,P041,P042,P043,P044,P045,P046
P12579,C009067,T052465,I00361,S00511,7,,17,119
P12610,P039,P040,P041,P042,P043,P044,P045,P046
P12641,C009068,T052466,I00362,S00512,7,,17,119
P12672,P039,P040,P041,P042,P043,P044,P045,P046
P12703,C009069,T052467,I00363,S00513,7,,17,119
P12734,P039,P040,P041,P042,P043,P044,P045,P046
P12765,C009070,T052468,I00364,S00514,7,,17,119
P12796,P039,P040,P041,P042,P043,P044,P045,P046
P12827,C009071,T052469,I00365,S00515,7,,17,119
P12858,P039,P040,P041,P042,P043,P044,P045,P046
P12889,C009072,T052470,I00366,S00516,7,,17,119
P12920,P039,P040,P041,P042,P043,P044,P045,P046
P12951,C009073,T052471,I00367,S00517,7,,17,119
P12982,P039,P040,P041,P042,P043,P044,P045,P046
P13013,C009074,T052472,I00368,S00518,7,,17,119
P13044,P039,P040,P041,P042,P043,P044,P045,P046
P13075,C009075,T052473,I00369,S00519,7,,17,119
P13106,P039,P040,P041,P042,P043,P044,P045,P046
P13137,C009076,T052474,I00370,S00520,7,,17,119
P13168,P039,P040,P041,P042,P043,P044,P045,P046
P13199,C009077,T052475,I00371,S00521,7,,17,119
P13230,P039,P040,P041,P042,P043,P044,P045,P046
P13261,C009078,T052476,I00372,S00522,7,,17,119
P13292,P039,P040,P041,P042,P043,P044,P045,P046
P13323,C009079,T052477,I00373,S00523,7,,17,119
P13354,P039,P040,P041,P042,P043,P044,P045,P046
P13385,C009080,T052478,I00374,S00524,7,,17,119
P13416,P039,P040,P041,P042,P043,P044,P045,P046
P13447,C009081,T052479,I00375,S00525,7,,17,119
P13478,P039,P040,P041,P042,P043,P044,P045,P046
P13509,C009082,T052480,I00376,S00526,7,,17,119
P13540,P039,P040,P041,P042,P043,P044,P045,P046
P13571,C009083,T052481,I00377,S00527,7,,17,119
P13602,P039,P040,P041,P042,P043,P044,P045,P046
P13633,C009084,T052482,I00378,S00528,7,,17,119
P13664,P039,P040,P041,P042,P043,P044,P045,P046
P13695,C009085,T052483,I00379,S00529,7,,17,119
P13726,P039,P040,P041,P042,P043,P044,P045,P046
P13757,C009086,T052484,I00380,S00530,7,,17,119
P13788,P039,P040,P041,P042,P043,P044,P045,P046
P13819,C009087,T052485,I00381,S00531,7,,17,119
P13850,P039,P040,P041,P042,P043,P044,P045,P046
P13881,C009088,T052486,I00382,S00532,7,,17,119
P13912,P039,P040,P041,P042,P043,P044,P045,P046
P13943,C009089,T052487,I00383,S00533,7,,17,119
P13974,P039,P040,P041,P042,P043,P044,P045,P046
P14005,C009090,T052488,I00384,S00534,7,,17,119
P14036,P039,P040,P041,P042,P043,P044,P045,P046
P14067,C009091,T052489,I00385,S00535,7,,17,119
P14098,P039,P040,P041,P042,P043,P044,P045,P046
